key,code,title,crn,no,total,schd,stat,isCancelled,meets,mpkey,instr,srcdb
630,CPSC 134,Programming Musical Applications,10678,01,1,H,A,,MW 9-10:15a,2038,S. Petersen,201803
631,CPSC 150,Computer Science and the Modern Intellectual Agenda,10680,01,1,H,A,,MW 11:35a-12:50p,2052,D. Gelernter,201803
632,CPSC 183,"Law, Technology, and Culture",10681,01,1,H,A,,MW 4-5:15p,2115,B. Rosen,201803
633,CPSC 201,Introduction to Computer Science,10682,01,1,H,A,,MWF 10:30-11:20a,2027,S. Slade,201803
634,CPSC 202,Mathematical Tools for Computer Science,10683,01,1,H,A,,TTh 1-2:15p,2035,D. Angluin,201803
635,CPSC 223,Data Structures and Programming Techniques,10684,01,1,H,A,,TTh 11:35a-12:50p,2021,J. Glenn,201803
636,CPSC 257,Information Security in the Real World,10685,01,1,H,A,,MW 2:30-3:45p,2031,S. Slade,201803
637,CPSC 262,Computational Tools for Data Science,11918,01,1,H,A,,TTh 2:30-3:45p,2020,Staff,201803
638,CPSC 276,Introduction to Web Application for the Digital Humanities,13938,01,1,H,A,,HTBA,1,B. Brown,201803
639,CPSC 290,Directed Research,10686,01,1,F,A,,HTBA,1,Staff,201803
640,CPSC 323,Introduction to Systems Programming and Computer Organization,10687,01,1,H,A,,MW 1-2:15p,2030,S. Eisenstat,201803
641,CPSC 376,Advanced Web Application Development in the Digital Humanities,13939,01,1,H,A,,HTBA,1,B. Brown,201803
642,CPSC 422,Design and Implementation of Operating Systems,10688,01,1,H,A,,TTh 2:30-3:45p,2020,Z. Shao,201803
643,CPSC 424,Parallel Programming Techniques,10689,01,1,H,A,,MW 9-10:15a,2038,A. Sherman,201803
644,CPSC 427,Object-Oriented Programming,10690,01,1,H,A,,MW 4-5:15p,2115,M. Fischer,201803
645,CPSC 431,Computer Music: Algorithmic and Heuristic Composition,10691,01,1,H,A,,TTh 11:35a-12:50p,2021,S. Petersen,201803
646,CPSC 433,Computer Networks,10694,01,1,H,A,,TTh 1-2:15p,2035,Y. Yang,201803
647,CPSC 437,Introduction to Database Systems,10695,01,1,H,A,,TTh 9-10:15a,2033,A. Silberschatz,201803
648,CPSC 453,Machine Learning for Biology,10696,01,1,H,A,,TTh 11:35a-12:50p,2021,S. Krishnaswamy,201803
649,CPSC 454,Software Analysis and Verification,10697,01,1,H,A,,MW 11:35a-12:50p,2052,R. Piskac,201803
650,CPSC 467,Cryptography and Computer Security,13596,01,1,H,A,,TTh 2:30-3:45p,2020,M. Raykova,201803
651,CPSC 468,Computational Complexity,13595,01,1,H,A,,TTh 1-2:15p,2035,J. Feigenbaum,201803
652,CPSC 473,Intelligent Robotics Laboratory,10698,01,1,H,A,,MWF 10:30-11:20a,2027,B. Scassellati,201803
653,CPSC 474,Computational Intelligence for Games,10699,01,1,H,A,,TTh 4-5:15p,2074,J. Glenn,201803
654,CPSC 475,Computational Vision and Biological Perception,10700,01,1,H,A,,MW 2:30-3:45p,2031,S. Zucker,201803
655,CPSC 478,Computer Graphics,10705,01,1,H,A,,TTh 9-10:15a,2033,H. Rushmeier,201803
656,CPSC 480,Directed Reading,10706,01,1,F,A,,HTBA,1,Staff,201803
657,CPSC 490,Senior Project,10707,01,1,Y,A,,HTBA,1,Staff,201803
678,CSBF 390,Education: Writing About Your World,13924,91,1,L,A,,W 3:30-5:20p,2076,J. Karr,201803
679,CSBK 390,Writing Portraits,13922,01,1,L,A,,T 3:30-5:20p,2063,D. Barkin,201803
680,CSBR 390,Litigious: America's Legal Oddities,13926,01,1,L,A,,Th 3:30-5:20p,2121,Staff,201803
681,CSDC 390,Espionage and International Law,13931,01,1,L,A,,F 11:30a-1:20p,3174,A. Lubin,201803
682,CSES 390,The Business of Venture Capital,13935,01,1,L,A,,Th 1:30-3:20p,2095,Staff,201803
683,CSGH 390,Fantasy in Literature and Film,13929,01,1,L,A,,T 1:30-3:20p,2067,A. Guy,201803
684,CSJE 390,Culture of Travel,13928,01,1,L,A,,T 1:30-3:20p,2067,T. Zemach-Bersin,201803
685,CSMC 390,Venture Capital and Private Equity,13934,01,1,L,A,,T 1:30-3:20p,2067,T. Smith,201803
686,CSMY 390,Role of Real Estate in the Economy and Society,13933,01,1,L,A,,T 7-8:50p,2071,R. Powers,201803
687,CSPC 390," The Press, Business, and the Economy",13930,01,1,L,A,,Th 3:30-5:20p,2121,Staff,201803
688,CSSM 390,Coming of Age: Writing about Childhood Turning Points,13923,01,1,L,A,,M 3:30-5:20p,2099,Staff,201803
689,CSSY 390,"Denial, Conspiracy Theory, and Avoidance",13927,01,1,L,A,,F 9:25-11:15a,2108,Staff,201803
690,CSTC 390,Good Eats: The Class,13925,01,1,L,A,,T 3:30-5:20p,2063,Staff,201803
691,CSTD 390,Classical Storytelling and Modern Screenwriting,13932,01,1,L,A,,F 2:30-4:30p,2499,Staff,201803
692,CSYC 390,The Mystery of Sleep,13936,01,1,L,A,,T 3:30-5:20p,2063,Kryger/Baddam,201803
693,CSYC 391,Radio Journallism,13937,01,1,L,A,,M 7-8:50p,2211,C. Arnold,201803
694,CZEC 110,Elementary Czech I,12080,01,1,H,A,,MTWThF 10:30-11:20a,2024,K. von Kunes,201803
695,CZEC 130,Intermediate Czech,12081,01,1,H,A,,MTWThF 11:35a-12:25p,2023,Staff,201803
720,DRST 001,Directed Studies: Literature,10710,01,7,H,A,,MW 2:30-3:45p; W 11:35a-12:25p,2155,K. Slanski,201803
721,DRST 001,Directed Studies: Literature,10711,02,7,H,A,,TTh 1-2:15p; W 11:35a-12:25p,2243,D. Quint,201803
722,DRST 001,Directed Studies: Literature,10712,03,7,H,A,,MW 2:30-3:45p; W 11:35a-12:25p,2155,R. Yeazell,201803
723,DRST 001,Directed Studies: Literature,10713,04,7,H,A,,WF 9-10:15a; W 11:35a-12:25p,6295,K. Roffman,201803
724,DRST 001,Directed Studies: Literature,10714,05,7,H,A,,MW 1-2:15p; W 11:35a-12:25p,4046,I. Peirano,201803
725,DRST 001,Directed Studies: Literature,10715,06,7,H,A,,TTh 2:30-3:45p; W 11:35a-12:25p,2153,K. Freudenburg,201803
726,DRST 001,Directed Studies: Literature,10716,07,7,H,A,,MW 1-2:15p; W 11:35a-12:25p,4046,C. Purdy Moudarres,201803
727,DRST 003,Directed Studies: Philosophy,10717,01,7,H,A,,TTh 11:35a-12:50p; F 11:35a-12:25p,2157,M. Della Rocca,201803
728,DRST 003,Directed Studies: Philosophy,10718,02,7,H,A,,TTh 2:30-3:45p; F 11:35a-12:25p,2250,A. Kronman,201803
729,DRST 003,Directed Studies: Philosophy,10719,03,7,H,A,,TTh 1-2:15p; F 11:35a-12:25p,3020,F. Russell,201803
730,DRST 003,Directed Studies: Philosophy,10720,04,7,H,A,,TTh 11:35a-12:50p; F 11:35a-12:25p,2157,R. Dembroff,201803
731,DRST 003,Directed Studies: Philosophy,10721,05,7,H,A,,TTh 11:35a-12:50p; F 11:35a-12:25p,2157,B. Inwood,201803
732,DRST 003,Directed Studies: Philosophy,10722,06,7,H,A,,TTh 11:35a-12:50p; F 11:35a-12:25p,2157,J. Pittard,201803
733,DRST 003,Directed Studies: Philosophy,10723,07,7,H,A,,TTh 11:35a-12:50p; F 11:35a-12:25p,2157,D. Charles,201803
734,DRST 005,Directed Studies: Historical and Political Thought,10724,01,7,H,A,,TTh 9-10:15a; M 11:35a-12:25p,2162,S. Smith,201803
735,DRST 005,Directed Studies: Historical and Political Thought,10725,02,7,H,A,,MW 2:30-3:45p; M 11:35a-12:25p,2160,P. Freedman,201803
736,DRST 005,Directed Studies: Historical and Political Thought,10726,03,7,H,A,,TTh 9-10:15a; M 11:35a-12:25p,2162,C. Hill,201803
737,DRST 005,Directed Studies: Historical and Political Thought,10727,04,7,H,A,,TTh 2:30-3:45p; M 11:35a-12:25p,2241,N. Thompson,201803
738,DRST 005,Directed Studies: Historical and Political Thought,10728,05,7,H,A,,MW 1-2:15p; M 11:35a-12:25p,2158,I. Nakhimovsky,201803
739,DRST 005,Directed Studies: Historical and Political Thought,10729,06,7,H,A,,MW 9-10:15a; M 11:35a-12:25p,2161,Staff,201803
740,DRST 005,Directed Studies: Historical and Political Thought,12805,07,7,H,A,,TTh 1-2:15p; M 11:35a-12:25p,4475,W. Klein,201803
741,DUTC 130,Intermediate Dutch I,11194,01,1,H,A,,MW 4:10-6p,3589,Staff,201803
742,DUTC 150,Advanced Dutch,11195,01,1,L,A,,MW 11:40a-12:55p,5764,Staff,201803
743,E&EB 106,"Biology of Malaria, Lyme, and Other Vector-Borne Diseases",11688,01,1,L,A,,MW 1-2:15p,2030,A. Belperron,201803
744,E&EB 115,Conservation Biology,10833,01,1,H,A,,MW 10:30-11:20a,2022,L. Puth,201803
745,E&EB 210,Introduction to Statistics: Life Sciences,11901,01,1,H,A,,TTh 1-2:15p,2035,Reuning-Scherer/Jetz,201803
746,E&EB 220,General Ecology,10836,01,1,H,A,,MWF 10:30-11:20a,2027,D. Vasseur,201803
747,E&EB 230,Field Ecology,10839,01,1,H,A,,TTh 1-2:15p,2035,L. Puth,201803
748,E&EB 235,Evolution and Medicine,10842,01,1,L,A,,TTh 11:35a-12:50p,2021,S. Stearns,201803
749,E&EB 246,Plant Diversity and Evolution,10845,01,1,H,A,,MW 1-2:15p,2030,M. Donoghue,201803
750,E&EB 247L,Laboratory for Plant Diversity and Evolution,10846,01,2,G,A,,T 1-4p,2139,M. Donoghue,201803
751,E&EB 247L,Laboratory for Plant Diversity and Evolution,10847,02,2,G,A,,W 2:30-5:30p,2417,M. Donoghue,201803
752,E&EB 250,Biology of Terrestrial Arthropods,10848,01,1,H,A,,TTh 11:35a-12:50p,2021,M. Wells,201803
753,E&EB 251L,Laboratory for Biology of Terrestrial Arthropods,10849,01,1,G,A,,W 1:30-4:30p,2044,M. Wells,201803
754,E&EB 255,Invertebrates,10850,01,1,H,A,,MWF 9:25-10:15a,2026,C. Dunn,201803
755,E&EB 256L,Laboratory for Invertebrates,10852,01,1,G,A,,Th 1-4p,2981,C. Dunn,201803
756,E&EB 264,Ichthyology,10853,01,1,H,A,,TTh 1-2:15p,2035,R. Harrington,201803
757,E&EB 265L,Laboratory for Ichthyology,10854,01,1,G,A,,W 1-4p,2087,R. Harrington,201803
758,E&EB 300,Primate Behavior and Ecology,10455,01,1,H,A,,TTh 9-10:15a,2033,E. Fernandez-Duque,201803
759,E&EB 428,Science of Complex Systems,11169,01,1,H,A,,MWF 10:30-11:20a,2027,J. Korenaga,201803
760,E&EB 469,Tutorial,10855,01,1,F,A,,HTBA,1,M. Wells,201803
761,E&EB 470,Senior Tutorial,10856,01,1,Y,A,,HTBA,1,M. Wells,201803
762,E&EB 474,Research,10857,01,1,F,A,,HTBA,1,M. Wells,201803
763,E&EB 475,Senior Research,10858,01,1,Y,A,,HTBA,1,M. Wells,201803
764,E&EB 495,Intensive Senior Research,10859,01,1,Y,A,,HTBA,1,M. Wells,201803
790,EALL 200,The Chinese Tradition,10764,01,1,H,A,,MW 10:30-11:20a,2022,Lu/Zhang,201803
791,EALL 211,Women and Literature in Traditional China,10766,01,1,H,A,,TTh 1-2:15p,2035,K. Chang,201803
792,EALL 230,Poetry and Ethics Amidst Imperial Collapse,10770,01,1,L,A,,M 1:30-3:20p,2058,L. Bender,201803
793,EALL 252,Japanese Cinema before 1960,10773,01,1,L,A,,MW 1-2:15p; T 7-8p,6296,A. Gerow,201803
794,EALL 280,East Asian Martial Arts Film,13759,01,1,H,A,,TTh 11:35a-12:25p; W 7-9p,6339,A. Gerow,201803
795,EALL 286,The Modern Novel in Brazil and Japan,10776,01,1,L,A,,MW 4-5:15p,2115,S. Jacobowitz,201803
796,EALL 289,Crime and Detective Fiction in East Asian Literature and Film,10782,01,1,H,A,,MW 1-2:15p,2030,S. Poland,201803
797,EALL 294,Death and the Afterlife in Chinese Cultures,14266,01,2,L,A,,HTBA,1,Staff,201803
798,EALL 294,Death and the Afterlife in Chinese Cultures,14268,02,2,L,C,1,HTBA,1,Staff,201803
799,EALL 300,Sinological Methods,10784,01,1,L,A,,F 1:30-3:20p,2100,P. Lin,201803
800,EALL 302,Readings in Classical Chinese Prose,10786,01,1,L,A,,W 1:30-3:20p,2042,K. Chang,201803
801,EALL 357,Meiji Literature and Visual Culture,10788,01,1,H,A,,MW 2:30-3:45p,2031,S. Jacobowitz,201803
802,EALL 470,Independent Tutorial,10789,01,1,F,A,,HTBA,1,P. Lin,201803
803,EALL 471,Independent Tutorial,10790,01,1,F,A,,HTBA,1,P. Lin,201803
804,EALL 491,Senior Essay,10791,01,1,Y,A,,HTBA,1,P. Lin,201803
805,EALL 492,Yearlong Senior Essay,10792,01,1,Y,A,,HTBA,1,P. Lin,201803
806,EALL 493,Yearlong Senior Essay,10793,01,1,Y,A,,HTBA,1,P. Lin,201803
820,EAST 310,The Rise of China,12473,01,1,H,A,,MW 1:30-2:20p,2059,D. Mattingly,201803
821,EAST 338,The Next China,11227,01,1,H,A,,MW 10:30-11:20a,2022,S. Roach,201803
822,EAST 344,Governing China,12490,01,1,L,A,,HTBA,1,D. Mattingly,201803
823,EAST 401,Gender in Modern Korea: History and Representation,10825,01,1,L,A,,Th 3:30-5:20p,2121,Staff,201803
824,EAST 403,"Digital China: Using Computational Methods to Illuminate Society, Politics, Culture, and History",13712,01,1,L,A,,T 3:30-5:20p,2063,Staff,201803
825,EAST 405,Chinese Opera,10827,01,1,L,A,,T 1:30-3:20p,2067,Staff,201803
826,EAST 480,One-Term Senior Essay,10829,01,1,Y,A,,HTBA,1,F. Rosenbluth,201803
827,EAST 491,Senior Research Project,10830,01,1,Y,A,,HTBA,1,F. Rosenbluth,201803
832,ECON 108,Quantitative Foundations of Microeconomics,10860,01,1,H,A,,TTh 11:35a-12:50p; F 9:25-10:15a,6297,T. Koker,201803
833,ECON 110,An Introduction to Microeconomic Analysis,10861,01,5,H,A,,MW 2:30-3:45p,2031,M. Saez Marti,201803
834,ECON 110,An Introduction to Microeconomic Analysis,10862,02,5,H,A,,TTh 1-2:15p,2035,T. Koker,201803
835,ECON 110,An Introduction to Microeconomic Analysis,10863,03,5,H,A,,TTh 2:30-3:45p,2020,T. Koker,201803
836,ECON 110,An Introduction to Microeconomic Analysis,10864,04,5,H,A,,TTh 11:35a-12:50p,2021,K. Simons,201803
837,ECON 110,An Introduction to Microeconomic Analysis,10865,05,5,H,A,,TTh 1-2:15p,2035,K. Simons,201803
838,ECON 111,An Introduction to Macroeconomic Analysis,10867,01,2,H,A,,TTh 9-10:15a,2033,M. Amand,201803
839,ECON 111,An Introduction to Macroeconomic Analysis,10868,02,2,H,A,,TTh 1-2:15p,2035,M. Amand,201803
840,ECON 115,Introductory Microeconomics,10869,01,1,H,A,,MW 1-2:15p,2030,Goldberg/Oster,201803
841,ECON 116,Introductory Macroeconomics,10870,01,1,H,A,,TTh 2:30-3:45p,2020,S. Kortum,201803
842,ECON 117,Introduction to Data Analysis and Econometrics,12550,01,1,H,A,,TTh 1-2:15p,2035,N. Ryan,201803
843,ECON 121,Intermediate Microeconomics,10871,01,1,H,A,,TTh 9-10:15a,2033,T. Borgers,201803
844,ECON 122,Intermediate Macroeconomics,10872,01,1,H,A,,MW 11:35a-12:50p,2052,W. Nordhaus,201803
845,ECON 125,Microeconomic Theory,10873,01,1,H,A,,MW 1-2:15p,2030,J. Fanning,201803
846,ECON 132,Econometrics and Data Analysis II,10874,01,1,H,A,,TTh 2:30-3:45p,2020,K. Meghir,201803
847,ECON 135,Introduction to Probability and Statistics,10875,01,1,H,A,,TTh 1-2:15p,2035,D. Andrews,201803
